fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
164,1010725,Таганский,422,214,5,203,0,0,170,0,0,170,0,0,6924,2037,392,2532,984,5.64045718726979,3606.75,712,0.273,0.227843704775687,4190295,7498331
165,1010726,Таганский,482,276,2,204,0,0,50,0,0,50,0,28,8655,2150,574,3060,1134,6.15599694561567,4581,814,0.248,0.210194624652456,4191013,7498090
166,1010727,Таганский,761,342,12,399,8,0,0,0,0,0,0,278,19391,4422,1456,6234,2495,10,3388.18,5086,0.736,0.294423767255357,4187908,7497245
167,1010728,Таганский,777,255,4,518,0,0,455,0,0,455,0,334,21420,4736,1670,6666,3236,9.0489488292506,6975,3364,0.464,0.312989650836638,4188934,7496308
168,1010729,Таганский,537,236,5,294,0,2,50,0,0,50,0,151,27280,40893,0,4128,738,6.4884266153889,1016,2825,0.726,0.192137464202031,4191122,7497244
169,1010730,Таганский,262,162,5,95,0,0,70,0,0,70,0,176,10778,4039,685,2628,1193,6.79159222396344,3417.75,1079,0.349,0.265302718630122,4190175,7497722
170,1010731,Таганский,1210,329,5,876,0,0,200,0,0,200,0,270,20673,4035,1293,8880,2973,6.8156608513336,8841.022,2014,0.336,0.273882448142436,4189200,7497633
171,1010732,Таганский,422,64,1,357,0,0,0,0,0,0,0,136,13008,2535,1188,3348,1746,6.35252769269779,2250,1618,0.776,0.451396070320579,4185847,7499656
172,1010733,Таганский,716,287,13,416,0,0,74,0,0,74,0,204,19506,4321,1611,5520,2605,6.99687640125777,6977.768,2149,0.373,0.285424150148223,4188812,7498710
173,1010734,Таганский,901,316,12,572,0,1,0,0,0,0,0,110,21778,42857,0,6066,1011,6.25824234476885,3753,2089,0.269,0.173057172201301,4191081,7498688
174,1010735,Таганский,650,289,0,361,0,0,0,0,0,0,0,182,13302,2770,923,4992,1755,6.41034880133997,3926.25,1954,0.447,0.298456698269631,4190036,7496918
175,1010801,Тверской,234,55,0,171,8,0,50,0,0,50,0,53,6967,1732,586,1722,923,9.18439720159319,159.562,3901,5.785,0.227308436615424,4182171,7501748
176,1010802,Тверской,176,65,2,101,8,0,0,0,0,0,0,23,10889,2114,1264,1194,1463,10,585,2182,2.501,0.528731478135164,4178694,7505458
177,1010803,Тверской,738,156,7,573,2,0,240,0,0,240,0,100,13528,1559,1157,5028,2235,7.75892391747685,4094.5,5624,0.546,0.229973761382929,4180998,7505499
178,1010804,Тверской,738,150,2,582,0,4,200,0,0,200,0,60,13613,3098,954,4788,1952,8.59011489863979,2841.75,7138,0.687,0.195596082066184,4181495,7505595
179,1010805,Тверской,361,102,8,251,0,0,100,0,0,100,0,116,12945,3652,1072,2862,1649,8.22078670418425,1606.18,4662,1.027,0.263074768114509,4182839,7504201
180,1010806,Тверской,313,44,19,241,7,2,0,0,0,0,0,143,13577,2306,1422,2736,1878,10,1827.066,4451,1.028,0.299136708661553,4180919,7503606
181,1010807,Тверской,197,77,1,115,4,0,65,0,0,65,0,108,7613,1522,710,1830,1080,10,139.246,2861,7.756,0.359970482420441,4181416,7503760
182,1010808,Тверской,307,45,7,243,4,8,0,0,0,0,0,80,9140,1471,891,2322,1278,10,2956.522,3614,0.432,0.19450509411581,4181787,7502660
183,1010809,Тверской,322,0,0,320,2,0,0,0,0,0,0,0,28773,6225,3436,1932,3758,8.05460363775525,37.544,7274,100.096,0.513981725337357,4182778,7500720
184,1010810,Тверской,230,91,6,120,13,0,0,0,0,0,0,67,22041,5609,2442,1782,2739,10,350.168,11350,7.822,0.234099202678115,4183546,7501805
185,1010811,Тверской,347,92,35,211,9,0,0,0,0,0,0,51,26402,6125,2982,2388,3380,10,0,9717,0,0.347843984768962,4184151,7500939
186,1010812,Тверской,589,130,14,437,8,0,0,0,0,0,0,73,17955,3025,1826,3972,2488,10,3604.908,8694,0.69,0.202294382558191,4182225,7503283
187,1010813,Тверской,523,147,5,371,0,0,70,0,0,70,0,146,11730,1522,1032,4014,1771,8.56568784419208,3341.9,5057,0.53,0.210860946076272,4181109,7504330
188,1010814,Тверской,542,120,9,411,0,2,50,0,0,50,0,125,14679,3041,1273,4002,1990,9.56272467633192,1995.43,4501,0.997,0.306322087669689,4182658,7504785
189,1010815,Тверской,571,111,7,447,6,0,14,0,0,14,0,65,8939,1265,643,3816,1293,6.76975301429911,635.79,5791,2.034,0.201189085064239,4182935,7503432
190,1010816,Тверской,1688,331,22,1331,0,4,25,0,0,25,0,466,37812,5899,3165,12924,5344,9.44157807482434,8984.25,8073,0.595,0.313297864544402,4182311,7505804
191,1010817,Тверской,893,160,1,725,7,0,0,0,0,0,0,174,24379,5489,2081,6402,3148,10,2954.25,11412,1.066,0.21912468459062,4181428,7506818
192,1010818,Тверской,343,84,0,259,0,0,190,0,0,190,0,47,8848,1666,807,2340,1387,6.96457503238809,1363.5,3370,1.017,0.293017851484103,4181800,7504562
193,1010819,Тверской,186,29,3,149,5,0,160,0,0,160,0,47,8203,2204,767,1398,1160,10,359.294,3096,3.229,0.33571672916979,4181977,7503960
194,1010820,Тверской,1372,325,16,1031,0,0,276,0,0,276,0,164,28541,5059,2378,9216,4190,6.38000432467609,9359.75,5154,0.448,0.288691757815864,4180510,7508064
195,1010821,Тверской,1008,364,6,637,0,1,0,0,0,0,0,188,22598,6717,1451,7176,2647,6.63428245784,6810.75,6043,0.389,0.205932120976369,4179933,7507543
196,1010822,Тверской,721,218,2,478,20,3,900,0,0,900,0,180,18680,5209,1344,5406,3145,9.62812179824343,3623.018,6720,0.868,0.304069856593114,4179514,7506438
197,1010823,Тверской,539,231,24,284,0,0,0,0,0,0,0,578,28477,5449,2721,6702,3838,9.00086137002073,6131,10682,0.626,0.228275739011479,4180451,7504825
198,1010824,Тверской,461,180,20,260,0,1,324,0,0,324,0,293,15961,3584,1309,4524,2387,7.8971361078382,5057.83,5992,0.472,0.216021422954018,4179639,7505350
199,1010825,Тверской,542,195,3,336,8,0,0,0,0,0,0,62,15422,3707,1348,3624,1952,10,2293.698,9470,0.851,0.165934215584249,4182668,7502444
200,1010826,Тверской,767,432,14,311,9,1,250,0,0,250,0,390,22826,2929,2159,6942,3566,9.67261379399469,3811.272,9971,0.936,0.258738181919498,4180341,7506174
201,1010901,Хамовники,823,554,2,267,0,0,0,0,0,0,0,228,24338,4237,2299,6306,3350,6.37239033241844,7717.5,1590,0.434,0.359924791834542,4178372,7494143
202,1010902,Хамовники,400,171,8,207,14,0,207,0,0,207,0,151,25734,7062,2561,3306,3319,9.84253747880032,852.75,5959,3.892,0.487246302345212,4181544,7499733
203,1010903,Хамовники,498,102,17,379,0,0,0,0,0,0,0,216,14001,1374,1390,4284,2104,5.5,4490.066,3571,0.469,0.261007663254463,4179957,7499512
204,1010904,Хамовники,301,72,8,221,0,0,270,0,0,270,0,152,10307,932,1110,2718,1833,8.25,1402,1905,1.307,0.554278802540067,4180653,7499470
205,1010905,Хамовники,434,71,64,295,1,3,700,0,0,700,0,163,14934,4156,1199,3582,2496,7.56804168126958,1935,2584,1.29,0.552334587298075,4181262,7498806
206,1010906,Хамовники,596,78,13,504,0,1,0,0,0,0,0,141,17917,3593,1650,4422,2387,6.64282107484805,3721.5,3773,0.641,0.31850023350457,4179710,7498818
207,1010907,Хамовники,450,102,9,339,0,0,0,0,0,0,0,152,13175,2923,1107,3612,1709,5.26243479990692,3843.264,2818,0.445,0.256557914533938,4178832,7498994
208,1010908,Хамовники,474,100,20,352,0,2,0,0,0,0,0,156,18536,4794,1660,3780,2290,6.55604241446672,3557.25,2085,0.644,0.405866453985555,4178139,7498906
209,1010909,Хамовники,235,47,5,183,0,0,182,0,0,182,0,180,9742,1459,966,2490,1563,5.323807757678,1446.75,1673,1.08,0.50100168282715,4177856,7498022
210,1010910,Хамовники,690,87,11,586,0,6,295,0,0,295,0,326,18409,2100,1702,6096,3013,6.64986631361229,2542.5,4478,1.185,0.429171711416566,4177439,7497276
211,1010911,Хамовники,829,160,6,663,0,0,0,0,0,0,0,250,15764,2667,1104,6474,2183,6.82368346151168,1964.25,4356,1.111,0.345397729520193,4176645,7496642
212,1010912,Хамовники,113,49,0,64,0,0,0,0,0,0,0,135,10214,1755,1162,1488,1410,8.46739719572182,1080,877,1.306,0.720490546755238,4180421,7497079
213,1010913,Хамовники,453,75,3,373,0,2,110,0,0,110,0,244,14261,2102,1330,4182,2137,5.9143433848131,927.772,4219,2.303,0.415211709397657,4178836,7497217
214,1010914,Хамовники,460,56,4,400,0,0,70,0,0,70,0,483,17954,2976,1553,5658,2566,6.8512145830158,4864.5,5750,0.527,0.241744783079749,4179173,7496566
215,1010915,Хамовники,303,81,0,222,0,0,0,0,0,0,0,95,13315,2581,1391,2388,1789,6.18741325746902,2751.75,3040,0.65,0.308887641904433,4179876,7496202
216,1010916,Хамовники,498,61,9,428,0,0,0,0,0,0,0,253,14260,917,1473,4506,2224,9.0200577012069,5152.632,3163,0.432,0.267448102561537,4177105,7495664
217,1010917,Хамовники,643,238,4,401,0,0,100,0,0,100,0,326,46574,6718,5674,5814,6743,8.83257080938815,2408.338,3640,2.8,1.11485171628967,4176139,7495588
218,1010918,Хамовники,399,60,20,318,0,1,350,0,0,350,0,224,21602,5543,2054,3738,3027,7.73212632817979,4398.75,2889,0.688,0.415354533292168,4177484,7494743
219,1010919,Хамовники,832,480,5,341,0,6,330,0,0,330,0,0,94484,52456,6173,4992,7335,7.63784785659564,0,6079,0,1.20661292975818,4176030,7493960
220,1010920,Хамовники,797,171,24,599,3,0,310,0,0,310,0,278,19955,3217,1715,6450,3100,7.82982146570081,2419.974,4787,1.281,0.430138918220046,4180149,7498268
221,1010921,Хамовники,366,190,13,162,0,1,100,0,0,100,0,449,26092,2139,3177,4890,4092,8.15788784276856,9167.625,6675,0.446,0.258290529505054,4178183,7495793
222,1010922,Хамовники,1055,326,16,713,0,0,195,0,0,195,0,648,32277,4575,2914,10218,4812,6.32373021218771,9573.75,4446,0.503,0.343230086128497,4179139,7495151
223,1010923,Хамовники,660,186,10,464,0,0,0,0,0,0,0,462,15510,562,1369,6732,2491,5.81028021244109,3444.75,4561,0.723,0.311151359960029,4177775,7496500
224,1010924,Хамовники,780,351,5,420,3,1,292,0,0,292,0,276,19613,3322,1659,6336,3007,9.28416825437039,2193.452,6919,1.371,0.32998802078738,4179688,7497487
225,1010925,Хамовники,386,93,28,265,0,0,198,0,0,198,0,387,22242,3567,2340,4638,3311,6.51718073286991,4066.25,4157,0.814,0.402638859331773,4178649,7498013
226,1010926,Хамовники,482,185,8,277,11,1,400,0,0,400,0,149,21897,5154,2160,3786,3191,8.27820256330704,1901.25,4598,1.678,0.490979728430203,4180925,7497982
227,1011001,Якиманка,273,126,3,139,4,1,0,0,0,0,0,25,13463,4500,1196,1788,1494,6.35821769538307,1140.75,3739,1.31,0.306163225575081,4182134,7498921
228,1011002,Якиманка,271,110,3,151,3,4,1328,0,0,1328,0,112,21629,7426,1984,2298,3695,6.61270650427971,916.158,3846,4.033,0.775908737173357,4183065,7499707
229,1011003,Якиманка,507,169,1,333,4,0,350,0,0,350,0,58,8994,2878,454,3390,1369,5.56318417490122,767.772,2603,1.783,0.406138415769444,4182488,7498439
230,1011004,Якиманка,408,122,6,272,5,3,333,150,0,183,0,163,17193,4778,1498,3426,2402,7.21015332173297,1298.658,5772,1.85,0.339713786185105,4183247,7498949
231,1011005,Якиманка,439,105,6,322,6,0,150,0,0,150,0,87,11718,2484,1013,3156,1689,7.06164722907025,549.838,5361,3.072,0.285746285044523,4183326,7498018
232,1011006,Якиманка,234,59,4,171,0,0,250,50,0,200,0,76,9114,4148,518,1860,1078,8.43403108114529,970.522,3272,1.111,0.254094144944917,4183393,7497051
233,1011007,Якиманка,256,96,11,143,6,0,190,0,0,190,0,93,11568,3548,988,2094,1527,9.66708656396902,2283.75,3248,0.669,0.276042843584761,4182791,7497814
234,1011008,Якиманка,601,181,9,408,3,0,30,0,0,30,0,183,16783,4810,1212,4704,2026,8.99318777712456,3162.088,6098,0.641,0.218788417561475,4182782,7496905
235,1011009,Якиманка,732,381,9,340,0,2,0,0,0,0,0,112,30162,5952,3191,5064,4035,5.50863882490754,3934.29,5138,1.026,0.444760914829663,4181824,7497396
236,1011010,Якиманка,413,87,11,315,0,0,0,0,0,0,0,100,12712,5727,651,3078,1164,8.07948388917111,2781,4288,0.419,0.164662611401896,4182727,7496207
237,1011011,Якиманка,1015,175,8,832,0,0,148,0,0,148,0,214,21772,5750,1441,7374,2818,6.62849210709019,6344.04,5577,0.444,0.236388771449471,4181740,7495114
238,1011012,Якиманка,827,348,3,476,0,0,0,0,0,0,0,0,43739,5138,5606,4962,6433,6.88598089312638,0,6784,0,0.948260613207547,4181078,7495996
239,1011013,Якиманка,310,48,7,255,0,0,0,0,0,0,0,0,32303,917,4921,1860,5231,4.97234890925404,378,2964,13.839,1.56523040095751,4179645,7494025
240,1011014,Якиманка,492,231,4,256,0,1,140,0,0,140,0,56,11214,3057,812,3288,1500,5.91227143292291,4817.25,4941,0.311,0.153716086388441,4182475,7495200
241,1020101,Аэропорт,121,107,0,14,0,0,0,0,0,0,0,0,6614,557,888,726,1009,5.46666657,0,2079,0,0.485329485329485,4173058,7513019
242,1020102,Аэропорт,159,57,3,99,0,0,0,0,0,0,0,26,3246,1677,76,1110,261,6.93861464483888,337.5,480,0.773,0.319266055045872,4172260,7512638
243,1020103,Аэропорт,781,633,0,148,0,0,0,0,0,0,0,34,11992,2113,832,4890,1647,6.38550571980726,6215.25,1917,0.265,0.202526975929171,4173278,7512388
244,1020104,Аэропорт,586,162,2,416,6,0,150,0,0,150,0,182,9580,6302,0,4608,918,8.77733939766894,4265.75,3101,0.215,0.124613974955034,4173057,7510930
245,1020105,Аэропорт,687,594,5,88,0,0,460,0,0,460,0,53,10939,1026,912,4440,2112,5.5,5267.25,1668,0.401,0.304531199307884,4174118,7512097
246,1020106,Аэропорт,435,175,3,249,8,0,250,0,0,250,0,122,23103,10188,1596,3342,2403,8.10778684583896,1943.746,3480,1.236,0.443051721079859,4175860,7509257
247,1020107,Аэропорт,490,286,18,175,9,2,400,0,0,400,0,231,30401,13596,2080,4326,3201,10,4089.4,6493,0.783,0.302483368612035,4176890,7508393
248,1020108,Аэропорт,1396,282,10,1094,10,0,2282,1016,0,1266,0,140,21925,6965,957,9216,4775,9.3056745357352,8239.952,5336,0.579,0.351724873511633,4171905,7511460
249,1020109,Аэропорт,626,580,0,46,0,0,0,0,0,0,0,107,11604,2015,865,4398,1598,5.99998501962761,5757.75,1695,0.278,0.214417496897119,4174278,7510993
250,1020110,Аэропорт,601,377,11,213,0,0,0,0,0,0,0,96,9447,2240,504,4182,1201,6.17946027270918,3906.75,1459,0.307,0.223827051204398,4175142,7510183
251,1020111,Аэропорт,700,412,2,286,0,0,73,0,0,73,0,133,10302,2335,495,4998,1401,5.92282124756847,4520.25,3215,0.31,0.181118903719983,4175566,7510529
252,1020112,Аэропорт,1160,727,2,431,0,0,0,0,0,0,0,122,13699,3618,398,7692,1680,7.51914222717813,10824.25,2642,0.155,0.124756335282651,4174819,7511500
253,1020113,Аэропорт,605,202,23,380,0,0,0,0,0,0,0,274,13650,6415,327,5274,1206,5.5,7330.5,3170,0.165,0.114851673729822,4172136,7512092
254,1020114,Аэропорт,542,422,1,119,0,0,0,0,0,0,0,200,15326,2820,1342,4452,2084,5.60340089343428,4870.544,2223,0.428,0.293788267190561,4173307,7511558
255,1020115,Аэропорт,776,337,9,430,0,0,0,0,0,0,0,225,12763,7280,0,6006,1001,9.13659016715273,5917.5,4091,0.169,0.100014987260828,4173967,7510377
256,1020116,Аэропорт,471,126,7,338,0,0,30,0,0,30,0,181,12137,6803,237,3912,919,5.60582909040087,4830.75,2204,0.19,0.130637193930133,4174820,7509676
257,1020201,Беговой,1018,200,7,809,0,2,0,0,0,0,0,250,21085,32962,0,7608,1268,5.08782298261456,4691.382,5777,0.27,0.121126645932485,4176893,7505878
258,1020202,Беговой,266,62,4,197,3,0,13,0,0,13,0,53,16668,9936,803,1914,1135,5.92601237710496,4619.25,2602,0.246,0.157175004327506,4177774,7507296
259,1020203,Беговой,654,55,0,583,16,0,600,600,0,0,0,114,16176,2799,1462,4608,2830,6.53235921825895,1818,5030,1.557,0.413259345794392,4175621,7506314
260,1020204,Беговой,313,102,3,204,4,0,500,0,0,500,0,127,13787,7087,677,2640,1617,6.32373021218771,7474.05,2678,0.216,0.159278175343896,4176499,7507027
261,1020205,Беговой,423,110,8,305,0,0,0,0,0,0,0,144,17364,6198,1294,3402,1861,5.71959400975385,4299.75,7231,0.433,0.161394532012228,4175546,7507569
262,1020206,Беговой,766,156,0,610,0,0,600,0,0,600,0,126,19027,5842,1306,5352,2798,8.11519849863338,5949.75,3793,0.47,0.287187908957943,4178133,7506166
263,1020207,Беговой,333,33,2,296,2,0,0,0,0,0,0,84,11949,7928,253,2502,670,5.92030751826793,2990.25,1590,0.224,0.146280224878555,4177193,7506924
264,1020208,Беговой,505,58,0,447,0,0,110,0,0,110,0,20,11639,7551,156,3150,791,7.75404364031806,3072.75,3587,0.257,0.118773227223244,4178654,7506510
265,1020209,Беговой,607,38,8,561,0,0,0,0,0,0,0,82,10574,4460,330,4134,1019,6.6177454434813,1896.75,3688,0.537,0.182461166569676,4178623,7508348
266,1020210,Беговой,841,78,8,755,0,0,220,0,0,220,0,312,9529,4413,0,6918,1373,6.33782832567911,280,4031,4.904,0.318487589886337,4179268,7508045
267,1020211,Беговой,773,125,2,646,0,0,0,0,0,0,0,152,13506,3774,697,5550,1622,5.63544904462375,6107.158,3401,0.266,0.170590349886908,4178150,7507816
268,1020212,Беговой,570,74,3,493,0,0,60,0,0,60,0,152,11292,1732,871,4332,1653,5.06394397304449,620.812,4840,2.663,0.302702235491718,4178946,7507119
269,1020301,Бескудниковский,41,37,4,0,0,0,87,0,0,87,0,31,6168,1510,704,432,863,6.21744397367951,763.588,939,1.13,0.506875415543866,4173611,7524647
270,1020302,Бескудниковский,893,708,13,171,0,1,92,0,0,92,0,51,15475,3085,1121,5664,2157,7.91873000073912,9184.5,1562,0.235,0.200716512352859,4174431,7525234
271,1020303,Бескудниковский,720,696,9,15,0,0,0,0,0,0,0,59,19890,6321,1482,4674,2261,9.01009743783528,9413.908,2397,0.24,0.191433207336811,4174622,7524110
272,1020304,Бескудниковский,1255,912,2,341,0,0,0,0,0,0,0,158,19085,2829,1296,8478,2709,5.62088685146557,9047.25,1944,0.299,0.24646878198567,4175715,7525329
273,1020305,Бескудниковский,717,706,1,10,0,0,0,0,0,0,0,47,7532,660,381,4584,1145,6.26582327436043,7494.75,806,0.153,0.137939342830467,4176234,7524379
274,1020306,Бескудниковский,456,244,0,212,0,0,0,0,0,0,0,80,13060,2575,1212,3216,1748,5.81355748453499,5943.75,1176,0.294,0.245514238561747,4175544,7524266
275,1020307,Бескудниковский,326,324,2,0,0,0,0,0,0,0,0,21,9550,1799,945,2082,1292,7.96750161437039,4128.75,901,0.313,0.256871613897311,4176263,7522503
276,1020308,Бескудниковский,258,73,1,184,0,0,0,0,0,0,0,72,5803,1726,350,1980,680,10,2326.5,665,0.292,0.227310713688785,4176546,7521924
277,1020309,Бескудниковский,876,673,0,203,0,0,0,0,0,0,0,33,8007,1006,258,5454,1167,7.89473480802636,7051.5,1386,0.165,0.138311111111111,4176998,7521652
278,1020310,Бескудниковский,467,185,0,282,0,0,0,0,0,0,0,0,10240,12146,0,2802,467,7.55892836152379,0,1311,0,0.356216628527841,4177449,7520598
279,1020311,Бескудниковский,1126,1026,5,95,0,0,0,0,0,0,0,85,11253,941,508,7266,1719,5.55496405492767,8784,1418,0.196,0.168496373260145,4176705,7523278
280,1020312,Бескудниковский,655,494,11,150,0,0,0,0,0,0,0,254,21113,2540,2186,5454,3095,8.39243120804674,6554.25,2431,0.472,0.344453409754876,4175740,7523232
281,1020401,Войковский,457,439,0,11,7,0,0,0,0,0,0,41,10180,1228,994,2988,1492,9.60699021789511,4009.5,699,0.372,0.316873738982691,4168686,7513704
282,1020402,Войковский,639,225,0,414,0,0,100,0,0,100,0,200,11763,8613,0,5034,939,7.61748322054585,4475.25,1785,0.21,0.149994009823889,4168289,7517475
