fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
718,1031511,Северный,74,74,0,0,0,0,0,0,0,0,0,0,12453,1742,1711,444,1785,5.07206132262918,280,735,6.375,1.75862068965517,4173660,7533852
719,1031601,Южное Медведково,1321,1165,0,156,0,0,146,0,0,146,0,0,17566,2807,1139,7926,2606,5.70443104002647,11128.5,1459,0.234,0.207030784508441,4183761,7525505
720,1031602,Южное Медведково,176,143,3,30,0,0,0,0,0,0,0,0,10023,2183,1131,1056,1307,4.66008402220763,0,1367,0,0.956108266276518,4183480,7526628
721,1031603,Южное Медведково,1024,896,3,123,0,2,300,0,0,300,0,0,13715,3183,731,6144,2055,4.75152085504333,10089.5,1653,0.204,0.175005322546306,4184759,7526503
722,1031604,Южное Медведково,950,820,2,128,0,0,50,0,0,50,0,0,11652,1147,801,5700,1801,4.8142991724361,6230.25,1284,0.289,0.239677945237382,4185581,7524824
723,1031605,Южное Медведково,1314,1281,8,25,0,0,0,0,0,0,0,0,23095,3148,2010,7884,3324,6.26984549082987,7386.75,1957,0.45,0.355745819397993,4186680,7525014
724,1031606,Южное Медведково,1028,864,1,163,0,0,40,40,0,0,0,0,23243,2402,2446,6168,3514,4.98186109265889,8833.5,1590,0.398,0.337122847412098,4184832,7523544
725,1031607,Южное Медведково,682,620,4,58,0,0,112,0,0,112,0,0,12709,4217,733,4092,1527,5.67109709950318,7908.75,1336,0.193,0.165174828956976,4184720,7524784
726,1031608,Южное Медведково,1058,940,0,118,0,0,0,0,0,0,0,0,10170,2262,260,6348,1318,5.99528865138231,6513.75,743,0.202,0.181624005236504,4183847,7524567
727,1031609,Южное Медведково,410,390,0,20,0,0,0,0,0,0,0,0,7405,2488,410,2460,820,6.84657318140023,4828.5,412,0.17,0.156473618929491,4182994,7525386
728,1031610,Южное Медведково,927,776,0,151,0,0,0,0,0,0,0,0,18889,3329,1666,5562,2593,6.22087762517168,5143.5,1627,0.504,0.382985008492726,4185952,7523964
729,1031611,Южное Медведково,499,492,0,7,0,0,0,0,0,0,0,0,7011,1117,483,2994,982,4.97893888643784,5247,821,0.187,0.161832564271589,4185443,7525477
730,1031612,Южное Медведково,409,409,0,0,0,0,66,0,0,66,0,0,6722,1749,420,2454,895,5.48798988511623,3501,540,0.256,0.221479831724821,4184679,7525556
731,1031701,Ярославский,1603,1510,8,85,0,0,0,0,0,0,0,0,27705,4741,2224,9618,3827,6.37147428098068,9944.158,2053,0.385,0.318992214656171,4193371,7525308
732,1031702,Ярославский,728,696,0,32,0,0,0,0,0,0,0,0,15382,3773,1207,4368,1935,6.81344907001123,6286.5,1047,0.308,0.2638576395991,4194634,7525277
733,1031703,Ярославский,888,835,2,50,0,1,0,0,0,0,0,0,21720,43191,0,5328,888,5.97825972093866,6102.5,1242,0.146,0.120906801007557,4194271,7526489
734,1031704,Ярославский,970,896,0,74,0,0,0,0,0,0,0,0,23520,4234,2244,5820,3214,6.05180648484841,7893,1199,0.407,0.353497580290365,4191701,7523448
735,1031705,Ярославский,447,414,5,28,0,0,100,0,0,100,0,0,10637,2679,879,2682,1426,6.80612528675502,2479.5,547,0.575,0.471171320006608,4193879,7524677
736,1031706,Ярославский,1026,863,0,163,0,0,0,0,0,0,0,0,22047,2805,2181,6156,3207,5.18827554665918,6338.25,1380,0.506,0.415508696919639,4192578,7524361
737,1031707,Ярославский,442,424,3,15,0,0,0,0,0,0,0,0,10677,2732,882,2652,1324,6.94883943062482,5054.75,501,0.262,0.238311659091932,4193185,7523798
738,1031708,Ярославский,449,352,0,97,0,0,0,0,0,0,0,0,27928,2516,3786,2694,4235,0,4990.5,1229,0.849,0.6809229037704,4193118,7521124
739,1031709,Ярославский,611,493,2,116,0,0,0,0,0,0,0,0,17404,4385,1559,3666,2170,6.23170049678456,2488.5,1494,0.872,0.544883866917765,4190644,7522415
740,1031710,Ярославский,1787,1435,0,352,0,0,0,0,0,0,0,0,16190,6375,0,10722,1787,5.95942182205081,3040.724,1230,0.588,0.418430224008857,4192037,7522733
741,1031711,Ярославский,861,319,0,542,0,0,0,0,0,0,0,0,20071,3963,1824,5166,2685,4.93457252351655,5728.25,3071,0.469,0.305139642583175,4191531,7521070
742,1031712,Ярославский,1220,1164,0,56,0,0,100,0,0,100,0,0,20020,4426,1379,7320,2699,5.65621803399977,13848.75,1634,0.195,0.174323036928194,4190418,7520659
743,1031713,Ярославский,76,51,0,25,0,0,0,0,0,0,0,0,6989,1598,822,456,898,6.29825504885352,225,529,3.991,1.19098143236074,4189967,7521591
744,1031714,Ярославский,78,78,0,0,0,0,0,0,0,0,0,0,20480,64851,0,468,78,8.8843175392128,0,1297,0,0.0601387818041635,4188920,7518557
745,1031715,Ярославский,222,222,0,0,0,0,0,0,0,0,0,0,19530,3318,2480,1332,2702,5.09926101872393,0,1453,0,1.85960082587749,4189787,7519561
746,1031716,Ярославский,278,125,0,153,0,0,0,0,0,0,0,0,11963,6257,673,1668,951,5.4411480418945,3828,1447,0.248,0.180284360189573,4189388,7520730
747,1031717,Ярославский,842,750,4,88,0,0,0,0,0,0,0,0,27256,42060,0,5052,842,2.21076599304483,4258.742,1379,0.198,0.149350573332373,4197585,7534216
748,1040101,Богородское,480,476,4,0,0,0,0,0,0,0,0,64,11183,1587,1055,3264,1599,8.25,4830.75,1082,0.331,0.270432539850323,4194974,7513102
749,1040102,Богородское,438,306,0,132,0,0,0,0,0,0,0,0,55596,11275,6949,2628,7387,7.15264586824566,301.25,2021,24.521,3.18096673484767,4190750,7515543
750,1040103,Богородское,1023,916,7,100,0,0,0,0,0,0,0,0,14847,4071,773,6138,1796,7.2083369552551,6566,1155,0.274,0.232612355912447,4191546,7513716
751,1040104,Богородское,898,527,2,367,0,2,0,0,0,0,0,0,12191,1074,955,5388,1853,6.56504079283129,7712.75,730,0.24,0.219478250570016,4192312,7514135
752,1040105,Богородское,432,332,0,100,0,0,0,0,0,0,0,94,8313,679,746,3156,1272,5.5,4241.25,500,0.3,0.268283680464013,4193754,7514592
753,1040106,Богородское,303,77,0,226,0,0,0,0,0,0,0,0,11625,4869,823,1818,1126,6.74249584327693,0,1145,0,0.983406113537118,4192451,7511314
754,1040107,Богородское,624,171,0,453,0,0,0,0,0,0,0,0,9854,937,862,3744,1486,3.81696032223939,0,923,0,1.60996749729144,4191034,7513097
755,1040108,Богородское,183,41,6,136,0,0,300,0,0,300,0,0,6823,629,849,1098,1332,3.85950091348987,2610,582,0.51,0.417293233082707,4191989,7512401
756,1040109,Богородское,532,501,5,26,0,0,0,0,0,0,0,84,14653,3327,1272,3696,1888,9.5304141592946,8955,1129,0.211,0.187227290757636,4195365,7512629
757,1040110,Богородское,901,901,0,0,0,0,0,0,0,0,0,0,15944,2594,1324,5406,2225,4.03714881667375,5852.25,1339,0.38,0.309403789327307,4192188,7512898
758,1040111,Богородское,811,806,0,5,0,0,0,0,0,0,0,25,17204,1870,1720,5016,2556,5.9143433848131,8815.5,1774,0.29,0.241371169554748,4194445,7512197
759,1040112,Богородское,842,569,2,271,0,0,0,0,0,0,0,0,15145,4560,922,5052,1764,6.48550108624628,6664.5,1100,0.265,0.227187842101874,4193698,7511505
760,1040113,Богородское,1445,1344,0,101,0,0,0,0,0,0,0,0,17189,2951,928,8670,2373,6.32671795809343,7980.75,1678,0.297,0.245683965316423,4193057,7511893
761,1040114,Богородское,354,316,0,38,0,0,0,0,0,0,0,83,14569,3830,1353,2622,1790,10,1287.772,1613,1.39,0.617077109128191,4195754,7513546
762,1040115,Богородское,1146,1049,7,90,0,0,123,0,0,123,0,0,22125,4534,1786,6876,3055,6.30264977783764,8880.75,1745,0.344,0.287509117003506,4193687,7512788
763,1040116,Богородское,411,233,0,178,0,0,0,0,0,0,0,0,6479,1228,464,2466,875,8.00935170553664,3730.5,532,0.235,0.205278592375367,4193047,7514059
764,1040117,Богородское,1163,970,0,191,0,2,192,0,0,192,0,0,19771,3287,1584,6978,2939,3.46383830210933,10532.25,1833,0.279,0.237682214269829,4192935,7513321
765,1040118,Богородское,326,192,4,130,0,0,0,0,0,0,0,179,14553,3058,1411,3030,1916,6.68921849295665,2577.75,1311,0.743,0.49270331083253,4194713,7514231
766,1040119,Богородское,684,230,5,449,0,0,250,0,0,250,0,12,12505,2467,977,4176,1923,8.25,7303.5,1075,0.263,0.229516023154503,4196646,7512647
767,1040120,Богородское,285,270,0,15,0,0,0,0,0,0,0,45,7361,1661,620,1980,950,7.13584425497082,2664.25,845,0.357,0.270713115338035,4195960,7512360
768,1040121,Богородское,878,874,4,0,0,0,0,0,0,0,0,109,17274,2895,1410,5922,2397,6.97856998077877,6425.5,1580,0.373,0.299419149334832,4194175,7513714
769,1040201,Вешняки,942,825,1,116,0,0,0,0,0,0,0,0,91817,15312,11809,5652,12751,6.72798873269249,303.75,1888,41.979,5.81772556176571,4202665,7497158
770,1040202,Вешняки,489,360,0,129,0,0,0,0,0,0,0,0,7406,1824,441,2934,930,5.60431208617353,4817.25,573,0.193,0.172533741477668,4206070,7497061
771,1040203,Вешняки,602,402,0,191,9,0,120,0,0,120,0,0,32361,6299,3742,3612,4464,6.03668288736048,3965.75,2666,1.126,0.673125494778904,4205384,7496163
772,1040204,Вешняки,390,231,0,159,0,0,0,0,0,0,0,0,8317,1630,724,2340,1114,4.92345579019147,0,804,0,1.38557213930348,4207246,7499590
773,1040205,Вешняки,277,152,0,125,0,0,0,0,0,0,0,27,15584,5573,1364,1824,1668,5.03095142180351,46.93,988,35.542,1.61170320698018,4206850,7493420
774,1040206,Вешняки,654,529,0,125,0,0,0,0,0,0,0,0,19930,2853,2192,3924,2846,6.02066853114616,5393.25,950,0.528,0.448665904701848,4207168,7498616
775,1040207,Вешняки,723,588,0,135,0,0,80,0,0,80,0,0,14637,2498,1300,4338,2103,6.05991152235417,4416.75,897,0.476,0.395765702187721,4205557,7497679
776,1040208,Вешняки,269,229,0,40,0,0,0,0,0,0,0,0,8470,2244,769,1614,1038,6.3229328778875,2585.25,275,0.402,0.362905340442269,4205181,7497220
777,1040209,Вешняки,1005,937,0,68,0,0,0,0,0,0,0,12,21860,6509,1542,6102,2559,7.51000768411029,10248.75,1740,0.25,0.213450109477635,4206042,7494034
778,1040210,Вешняки,678,668,0,10,0,0,0,0,0,0,0,0,18953,2845,2007,4068,2685,6.27351983845858,7634.25,1452,0.352,0.295501444490301,4206826,7494789
779,1040211,Вешняки,580,527,0,53,0,0,0,0,0,0,0,0,11339,4296,594,3480,1174,5.88356256845543,6318,921,0.186,0.162177096284017,4205772,7498271
780,1040212,Вешняки,994,920,1,73,0,0,0,0,0,0,0,0,25271,4144,2527,5964,3521,6.44791538830819,10149.75,1681,0.347,0.297614267903556,4207049,7497515
781,1040213,Вешняки,1040,570,14,456,0,0,50,0,0,50,0,0,28537,3825,3079,6240,4169,4.11733877500396,5773.5,2138,0.722,0.526954433419705,4207015,7496020
782,1040214,Вешняки,1431,1278,3,150,0,0,0,0,0,0,0,173,33252,9940,2281,9624,3885,7.19667709018078,12478.5,1858,0.311,0.270986642485962,4203966,7495280
783,1040215,Вешняки,1047,898,3,146,0,0,0,0,0,0,0,92,25475,5449,2199,6834,3338,10,12429,2132,0.269,0.229242497081244,4205062,7494540
784,1040216,Вешняки,987,951,1,30,5,0,0,0,0,0,0,8,21268,5086,1702,5970,2697,8.91481089572059,7553.5,1385,0.357,0.301728477932539,4205845,7499011
785,1040301,Восточное Измайлово,887,594,1,292,0,0,380,0,0,380,0,31,9914,3566,140,5508,1438,6.71086237109254,5348.25,1223,0.269,0.218832033479171,4204165,7509335
786,1040302,Восточное Измайлово,477,446,2,29,0,0,0,0,0,0,0,97,13680,3664,1095,3444,1669,6.0055099276898,4875.544,1432,0.342,0.264603782391371,4204143,7510281
787,1040303,Восточное Измайлово,559,456,3,100,0,0,0,0,0,0,0,75,12858,980,1346,3804,1980,7.07126640832888,8548.75,812,0.232,0.211521512699303,4203464,7508467
788,1040304,Восточное Измайлово,157,126,0,31,0,0,0,0,0,0,0,0,19168,10461,1294,942,1451,1.94185539532366,369,600,3.932,1.49742002063983,4206905,7509248
789,1040305,Восточное Измайлово,793,668,0,125,0,0,0,0,0,0,0,0,11749,1883,851,4758,1644,4.60487354593153,7699.5,957,0.214,0.189915092704904,4205861,7510622
790,1040306,Восточное Измайлово,402,377,0,25,0,0,93,0,0,93,0,0,6115,1381,387,2412,882,2.68775443781998,3354.75,379,0.263,0.236223635754938,4206723,7510606
791,1040307,Восточное Измайлово,320,288,2,30,0,0,0,0,0,0,0,0,6148,2552,279,1920,599,4.52732394267694,4218.75,678,0.142,0.122326032572625,4205670,7509996
792,1040308,Восточное Измайлово,1297,990,3,304,0,0,0,0,0,0,0,21,17425,3615,984,7908,2302,6.83850034729059,8542.68,1554,0.269,0.227995737212628,4205307,7508521
793,1040309,Восточное Измайлово,1328,1082,3,243,0,0,0,0,0,0,0,64,20294,2667,1546,8352,2938,6.13712852001255,8573,1636,0.343,0.287785287491429,4204315,7508488
794,1040310,Восточное Измайлово,842,701,6,135,0,0,0,0,0,0,0,9,12431,4337,498,5106,1349,7.23840959114287,5886.75,1255,0.229,0.188889277838065,4205161,7509349
795,1040311,Восточное Измайлово,731,658,0,73,0,0,160,0,0,160,0,0,13646,2577,1114,4386,2005,6.43932450116081,7346.25,1346,0.273,0.230665247778193,4204903,7510294
796,1040401,Восточный,0,0,0,0,0,0,0,0,0,0,0,0,20629,2,3438,0,3438,0,284.5,453,12.084,4.66169491525424,4209699,7512524
797,1040402,Восточный,58,58,0,0,0,0,0,0,0,0,0,0,19108,48,3119,348,3177,0,1420,697,2.237,1.50070854983467,4212208,7513358
798,1040403,Восточный,396,304,3,89,0,0,0,0,0,0,0,0,15524,13,2189,2376,2585,2.16291706436234,1335.5,424,1.936,1.46916737709577,4210237,7513816
799,1040404,Восточный,847,819,0,28,0,0,0,0,0,0,0,0,18650,635,2156,5082,3003,2.46398076589392,6344.158,700,0.473,0.426310710236766,4211114,7514155
800,1040501,Гольяново,692,517,8,163,4,0,1043,0,0,1043,0,56,30875,68226,0,4488,1791,6.66020468703772,13594.5,3560,0.132,0.1044040922207,4198020,7511877
801,1040502,Гольяново,427,422,0,5,0,0,0,0,0,0,0,6,8455,2249,601,2598,1034,7.10053074049399,1640.25,607,0.63,0.46011792190455,4200742,7512440
802,1040503,Гольяново,831,705,12,114,0,0,80,0,0,80,0,0,14669,1821,1310,4986,2221,6.16980472157715,7270.908,1700,0.305,0.247578060102723,4202272,7513268
803,1040504,Гольяново,571,551,0,20,0,0,0,0,0,0,0,0,7622,884,552,3426,1123,3.9807095268368,2769.75,553,0.405,0.337973064479723,4205638,7514629
804,1040505,Гольяново,88,82,2,4,0,0,0,0,0,0,0,264,10477,4195,695,2112,1047,3.49219497324312,0,1396,0,0.75,4199442,7512962
805,1040506,Гольяново,741,621,2,118,0,0,0,0,0,0,0,219,15187,6210,536,5760,1496,5.9429541399183,4826.25,1593,0.31,0.233049032207812,4199450,7511835
806,1040507,Гольяново,77,72,5,0,0,0,0,0,0,0,0,116,9041,2534,892,1158,1085,4.34688921170968,28.158,1792,38.533,0.596102096631172,4200347,7513448
807,1040508,Гольяново,199,167,7,25,0,0,0,0,0,0,0,54,6312,1953,474,1518,727,5.42379660181451,0,738,0,0.985094850948509,4201215,7513265
808,1040509,Гольяново,462,114,3,345,0,0,0,0,0,0,0,83,6884,1902,285,3270,830,4.99209407155908,0,1047,0,0.792741165234002,4201148,7514102
809,1040510,Гольяново,768,526,1,241,0,0,150,0,0,150,0,0,14032,3219,1034,4608,1952,8.90439365964406,6695.5,1445,0.292,0.239788710767152,4202414,7512606
810,1040511,Гольяново,440,332,0,107,0,1,0,0,0,0,0,0,8988,1136,869,2640,1309,6.28199142965026,4146.75,612,0.316,0.275072235355923,4201448,7512581
811,1040512,Гольяново,984,923,0,61,0,0,0,0,0,0,0,0,17404,4392,1185,5904,2169,5.26737216966031,9501.75,1543,0.228,0.196382896851445,4204978,7513099
812,1040513,Гольяново,622,503,0,119,0,0,0,0,0,0,0,0,11473,3938,634,3732,1256,5.98583624169757,8977.5,1234,0.14,0.122998580032317,4204116,7513070
813,1040514,Гольяново,706,493,4,204,5,0,0,0,0,0,0,0,14138,3418,1081,4236,1787,9.30555068871683,5944.5,2024,0.301,0.224258015937755,4203386,7512932
814,1040515,Гольяново,668,663,0,5,0,0,0,0,0,0,0,0,13929,11464,0,4008,668,3.79557305846186,5253.75,855,0.127,0.109351340290567,4206758,7514062
815,1040516,Гольяново,932,792,0,140,0,0,0,0,0,0,0,0,17764,13397,0,5592,932,2.51092215011284,5242.5,1575,0.178,0.136707004033737,4206988,7513355
816,1040517,Гольяново,284,279,0,5,0,0,0,0,0,0,0,0,7939,2263,662,1704,946,4.02728410671808,3285,573,0.288,0.245204769310524,4205779,7514018
817,1040518,Гольяново,484,347,0,137,0,0,500,0,0,500,0,0,8251,1947,567,2904,1551,6.02941694352533,3523.5,522,0.44,0.383388950685947,4204328,7513961
818,1040519,Гольяново,671,629,0,42,0,0,0,0,0,0,0,0,10881,1424,905,4026,1576,6.68166761787737,4754.25,618,0.331,0.293359393177905,4203456,7513936
819,1040520,Гольяново,386,329,6,51,0,0,0,0,0,0,0,0,7463,1406,624,2316,1010,5.40073906656862,3654,548,0.276,0.240361732508329,4205066,7513996
820,1040521,Гольяново,563,563,0,0,0,0,0,0,0,0,0,0,10571,11079,0,3378,563,2.77424711168619,5730.75,780,0.098,0.0864723726145221,4206683,7514650
821,1040522,Гольяново,656,646,0,10,0,0,0,0,0,0,0,0,18530,11328,544,3936,1200,3.92421827381757,6025.5,796,0.199,0.175914388331012,4206415,7515515
822,1040523,Гольяново,841,841,0,0,0,0,0,0,0,0,0,0,12464,3803,602,5046,1443,4.72536422884098,6882.75,1223,0.21,0.178021774666132,4205876,7513216
823,1040524,Гольяново,1002,1002,0,0,0,0,0,0,0,0,0,0,20336,19487,0,6012,1002,3.2592175518284,10431,1767,0.096,0.0821446138711264,4205496,7515939
824,1040525,Гольяново,372,370,2,0,0,0,0,0,0,0,0,0,40406,9789,4731,2232,5103,1.64494741731171,3120.75,934,1.635,1.258523953388,4202264,7517523
825,1040526,Гольяново,1482,1334,0,148,0,0,380,0,0,380,0,0,32907,11400,2102,8892,3964,2.76391649956215,11119.5,1567,0.356,0.312458124778308,4204446,7516530
826,1040527,Гольяново,632,530,0,102,0,0,0,0,0,0,0,0,18303,2513,2000,3792,2632,5.35952877337099,7494.75,1736,0.351,0.285133927362349,4202234,7514154
827,1040528,Гольяново,760,690,0,70,0,0,0,0,0,0,0,0,23752,2236,2826,4560,3586,6.12842816003752,3156.75,1174,1.136,0.828032096057265,4204138,7514558
828,1040601,Ивановское,145,145,0,0,0,0,0,0,0,0,0,0,22792,4400,2920,870,3065,3.34065618099926,0,1170,0,2.61965811965812,4204533,7503325
829,1040602,Ивановское,1191,1111,15,65,0,0,0,0,0,0,0,0,38565,13217,3034,7146,4225,4.49589777633651,11688.75,2277,0.361,0.302525822100496,4207456,7504710
830,1040603,Ивановское,756,716,0,40,0,0,0,0,0,0,0,0,16843,4076,1372,4536,2128,3.2510704763181,7416,1585,0.287,0.236418175758249,4206089,7504414
831,1040604,Ивановское,1107,960,6,141,0,0,0,0,0,0,0,0,16709,10260,0,6642,1107,5.89882583449722,8140.5,1532,0.136,0.114448177823727,4207313,7501851
832,1040605,Ивановское,229,219,2,8,0,0,106,0,0,106,0,8,8006,871,952,1422,1295,6.26111230369688,4410,878,0.294,0.244894099848714,4206312,7500717
833,1040606,Ивановское,491,456,3,32,0,0,0,0,0,0,0,12,7060,1038,501,3018,1004,6.52878291494945,4711.5,966,0.213,0.176838397181858,4206381,7501431
834,1040607,Ивановское,616,570,6,40,0,0,0,0,0,0,0,0,14417,12127,0,3696,616,4.36010116478447,4840,940,0.127,0.106574394463668,4207289,7505801
835,1040608,Ивановское,884,639,4,241,0,0,0,0,0,0,0,84,20862,2250,2134,5808,3102,5.76546331301992,10158.75,1916,0.305,0.256899728772852,4206144,7502532
836,1040609,Ивановское,852,785,0,67,0,0,0,0,0,0,0,0,15270,1361,1466,5112,2318,5.12725939998521,9321.75,1031,0.249,0.223901861824153,4206263,7503518
837,1040610,Ивановское,24,24,0,0,0,0,0,0,0,0,0,0,10841,9920,130,144,154,4.38081519462594,0,381,0,0.404199475065617,4207592,7507139
838,1040611,Ивановское,980,782,0,198,0,0,50,0,0,50,0,0,16888,2269,1456,5880,2486,2.75021089241946,7564.5,1016,0.329,0.289726705902919,4206600,7507137
839,1040612,Ивановское,1297,1188,5,102,0,2,0,0,0,0,0,0,17490,3771,990,7782,2287,2.9485375398153,10163.25,1014,0.225,0.204612046791474,4205989,7505297
840,1040613,Ивановское,991,804,8,179,0,0,0,0,0,0,0,0,18292,3447,1483,5946,2474,3.02579948064694,7908,1163,0.313,0.272737294675339,4205751,7506622
841,1040614,Ивановское,43,43,0,0,0,0,0,0,0,0,0,0,35644,8818,4428,258,4471,1.54324315678912,0,1020,0,4.38333333333333,4204268,7506142
842,1040615,Ивановское,808,770,0,38,0,0,0,0,0,0,0,17,22928,27828,0,4950,825,5.84849875663868,8136.25,1658,0.101,0.0842330959491538,4207206,7500613
843,1040616,Ивановское,1090,1027,0,63,0,0,0,0,0,0,0,0,26298,11746,1335,6540,2425,4.69856842001128,9033.75,2430,0.268,0.211536364627631,4207413,7503062
844,1040701,Измайлово,757,229,4,520,4,0,100,0,0,100,0,63,9942,2141,480,4920,1400,9.94235314009301,4261.5,935,0.329,0.269412104300972,4203436,7509315
845,1040702,Измайлово,734,423,3,308,0,0,150,0,0,150,0,111,13929,2529,1055,5070,2050,6.52944605805344,6529.18,1684,0.314,0.249598815562304,4203408,7510266
846,1040703,Измайлово,661,211,0,450,0,0,100,0,0,100,0,199,170580,65035,16731,5160,17691,5.98315021198022,28.158,3016,628.276,5.81145919495637,4200033,7505544
847,1040704,Измайлово,1817,994,0,823,0,0,1187,300,0,887,0,102,34855,64568,0,11514,3106,4.82298730702071,12706.294,3585,0.244,0.190653977517071,4198448,7509998
848,1040705,Измайлово,390,374,4,12,0,0,0,0,0,0,0,0,11043,2063,1107,2340,1497,7.05512396051967,4052.25,805,0.369,0.308199083843739,4200136,7508858
849,1040706,Измайлово,318,256,1,61,0,0,0,0,0,0,0,0,8443,2043,749,1908,1067,5.67283848979948,2241,869,0.476,0.343086816720257,4200103,7508140
850,1040707,Измайлово,1000,817,3,180,0,0,0,0,0,0,0,12,15014,1832,1185,6072,2197,4.91222727285703,5006.25,1434,0.439,0.341135825472614,4200052,7510027
851,1040708,Измайлово,1604,1438,2,164,0,0,0,0,0,0,0,116,23971,5717,1322,10320,3042,6.61884747764717,9615.75,2897,0.316,0.243112025733752,4202447,7510246
852,1040709,Измайлово,715,581,8,123,2,1,0,0,0,0,0,53,42220,68092,0,4608,768,8.18186798278977,1116.934,3363,0.688,0.171431096975982,4198299,7508613
853,1040710,Измайлово,978,555,1,418,4,0,0,0,0,0,0,47,15168,4915,684,6150,1709,9.74297420267712,7024.772,2222,0.243,0.184821254379366,4202473,7509294
854,1040711,Измайлово,933,510,12,405,6,0,0,0,0,0,0,317,19899,3667,1455,7500,2705,8.02771054807573,10782,2219,0.251,0.208060918390893,4201320,7508388
855,1040712,Измайлово,933,692,13,228,0,0,100,0,0,100,0,256,23440,2527,2296,7134,3585,5.68321332128962,16600.5,2357,0.216,0.18910721350389,4202499,7508418
856,1040713,Измайлово,1348,1156,3,189,0,0,0,0,0,0,0,9,22315,5368,1468,8142,2825,7.0058147709334,8484.044,2313,0.333,0.261645687467792,4201086,7509288
857,1040714,Измайлово,1204,1133,14,57,0,0,342,0,0,342,0,41,22620,5360,1632,7470,3219,6.46966748801271,7845.43,2709,0.41,0.304990416346501,4201140,7510262
858,1040801,Косино-Ухтомский,622,490,0,132,0,0,0,0,0,0,0,0,9107,1193,697,3732,1319,6.35423525305555,4389.75,585,0.3,0.265138951706116,4213837,7493396
859,1040802,Косино-Ухтомский,585,575,0,10,0,0,0,0,0,0,0,0,8169,685,662,3510,1247,7.11999812558797,4178.25,706,0.298,0.255310436607463,4213159,7493456
860,1040803,Косино-Ухтомский,855,825,0,30,0,0,0,0,0,0,0,0,21008,4553,1888,5130,2743,6.75253159378736,4785.75,766,0.573,0.494078443733958,4210319,7492645
861,1040804,Косино-Ухтомский,817,796,1,20,0,0,950,950,0,0,0,0,15691,2140,1442,4902,3209,6.18741325746902,4005,957,0.801,0.646715034260379,4212245,7493876
862,1040805,Косино-Ухтомский,749,729,0,20,0,0,0,0,0,0,0,0,16008,3199,1386,4494,2135,2.39935496894967,4668.75,872,0.457,0.385326896178315,4210647,7495606
863,1040806,Косино-Ухтомский,1805,779,6,1020,0,0,0,0,0,0,0,0,12487,900,126,10830,1931,5.89975833278941,3593.25,621,0.537,0.458207272942991,4213541,7494028
864,1040807,Косино-Ухтомский,1038,1037,1,0,0,0,0,0,0,0,0,0,17428,341,1810,6228,2848,5.76913656185848,6527.25,595,0.436,0.399873635438239,4213577,7494725
865,1040808,Косино-Ухтомский,1622,1620,2,0,0,0,0,0,0,0,0,0,28129,495,2984,9732,4606,4.36518240122776,8586,1041,0.536,0.478446037187078,4215167,7494941
866,1040809,Косино-Ухтомский,410,321,0,89,0,0,0,0,0,0,0,0,17807,11264,680,2460,1090,6.69382242323981,386,1282,2.824,0.65347721822542,4215088,7493310
867,1040810,Косино-Ухтомский,16,16,0,0,0,0,0,0,0,0,0,0,11767,5214,1076,96,1092,5.5,0,499,0,2.18837675350701,4216670,7492790
868,1040811,Косино-Ухтомский,864,848,0,16,0,0,500,500,0,0,0,0,23108,20637,0,5184,1364,6.3338350300054,0,961,0,1.41935483870968,4208037,7492831
869,1040812,Косино-Ухтомский,390,290,0,100,0,0,0,0,0,0,0,0,13106,1334,1572,2340,1962,5.81933227710597,501,641,3.916,1.71803852889667,4208851,7493521
870,1040813,Косино-Ухтомский,164,76,0,88,0,0,99,0,0,99,0,0,21035,19010,174,984,437,2.29973751407483,1679,1535,0.26,0.135967641568139,4208662,7495384
871,1040814,Косино-Ухтомский,652,580,2,70,0,0,30,0,0,30,0,0,21873,2083,2646,3912,3328,5.51786208262873,3760.75,1067,0.885,0.689348039977215,4210530,7493813
872,1040815,Косино-Ухтомский,176,30,0,144,0,2,0,0,0,0,0,0,39444,19184,3201,1056,3377,1.82994227165918,48,2209,70.354,1.49623393885689,4217287,7494894
873,1040816,Косино-Ухтомский,6,6,0,0,0,0,0,0,0,0,0,0,12273,10233,334,36,340,8.83989431346578,0,458,0,0.74235807860262,4214982,7492133
874,1040817,Косино-Ухтомский,1150,379,0,771,0,0,300,0,0,300,0,0,17383,8433,342,6900,1792,9.64974975621739,7650,981,0.234,0.207623682076237,4212268,7492764
875,1040818,Косино-Ухтомский,1078,952,0,126,0,0,0,0,0,0,0,0,18365,8849,508,6468,1586,6.76232882477974,7245,1460,0.219,0.182194141298105,4213047,7492570
876,1040819,Косино-Ухтомский,662,206,1,455,0,0,0,0,0,0,0,0,8597,7536,0,3972,662,9.1523282022116,3969,451,0.167,0.149773755656109,4213714,7492614
877,1040820,Косино-Ухтомский,303,287,0,16,0,0,0,0,0,0,0,0,18861,6477,1761,1818,2064,5.82183377152124,1446,1155,1.427,0.793540945790081,4212032,7491654
878,1040821,Косино-Ухтомский,116,93,0,23,0,0,0,0,0,0,0,0,26186,9728,2627,696,2743,7.66994862468357,1018.5,1798,2.693,0.973903781288834,4210360,7491121
